Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Club_encoded,Position_encoded
André-Frank Zambo Anguissa,29.0,Cameroon,24.0,0.04275092936802974,4,18,0.06814937525333523,24.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,23%,0.0,0.0,,,54.0,59%,,10.0,37.0,30.0,15.0,,135.0,148.0,151.0,52.0,24.0,32.0,,0.0,0.0,0.06201550387596899,46.38,1.0,3.0,33%,0.0,38.0,,,,,,,,,1,1,26,2.0,7,3
Mario Lemina,18.0,Gabon,27.0,0.08550185873605946,8,22,0.00558659217877095,0.04,0.0,2.0,0.0,0.0,0.0,48.0,10.0,21%,2.0,0.0,,,105.0,69%,,12.0,80.0,63.0,35.0,,260.0,278.0,207.0,78.0,55.0,30.0,,1.0,0.012048192771084338,0.0996040377000725,38.02,3.0,19.0,21%,9.0,87.0,,,,,,,,,7,0,60,3.0,7,3
Harrison Reed,21.0,England,25.0,0.03345724907063197,9,5,0.06814937525333523,19.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50%,0.0,0.0,,,36.0,83%,,1.0,26.0,14.0,3.0,,45.0,60.0,64.0,2.0,7.0,21.0,,0.0,0.09747423428654378,0.02331158329150633,22.05,0.0,4.0,4%,0.0,14.0,,,,,,,,,0,0,8,0.0,7,3
Tyrese Francois,35.0,Australia,20.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,7,3
Aleksandar Mitrovic,9.0,Serbia,26.0,0.1449814126394052,17,46,0.1229050279329609,0.29,11.0,10.0,2.0,4.0,0.0,221.0,85.0,38%,7.0,24.0,,,44.0,,,46.0,13.0,88.0,76.0,,,,,,,,,,0.07228915662650603,0.10261558195304221,23.3,6.0,14.0,,,,,,,,,,,,12,2,117,51.0,7,1
Bobby De Cordova-Reid,14.0,Jamaica,27.0,0.05204460966542751,7,19,0.027932960893854747,0.21,0.0,5.0,1.0,1.0,0.0,29.0,10.0,34%,0.0,1.0,,,17.0,,,8.0,3.0,12.0,4.0,,,,,,,,,,0.012048192771084338,0.018013496179800345,11.17,1.0,7.0,,,,,,,,,,,,0,0,6,11.0,7,1
Ivan Cavaleiro,17.0,Portugal,26.0,0.04460966542750929,10,11,0.011173184357541898,0.12,0.0,3.0,0.0,0.0,0.0,13.0,4.0,31%,2.0,1.0,,,6.0,,,2.0,7.0,5.0,3.0,,,,,,,,,,0.0,0.01985388433439295,14.28,2.0,59.0,,,,,,,,,,,,1,0,15,6.0,7,1
Aboubakar Kamara,47.0,France,25.0,0.026022304832713755,2,10,0.011173184357541898,0.2,0.0,3.0,0.0,1.0,0.0,22.0,10.0,45%,0.0,4.0,,,8.0,,,0.0,1.0,5.0,2.0,,,,,,,,,,0.09747423428654378,0.014555797222686967,17.47,1.0,20.0,,,,,,,,,,,,2,0,26,7.0,7,1
Kiko Casilla,13.0,Spain,33.0,0.15000115929483956,0,0,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,8,2
Elia Caprile,25.0,Italy,19.0,0.15000115929483956,0,0,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,8,2
Luke Ayling,2.0,England,29.0,0.0018587360594795538,1,1,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,7.0,10.0,60%,0.0,0.0,0.0,4.0,2.0,0.0,9.0,17.0,10.0,5.0,1.0,2.0,0.0,0.0,0.09747423428654378,0.005967319167921477,54.0,0.0,3.0,3%,1.0,9.0,,,,,,,,,0,0,1,0.0,8,0
Barry Douglas,3.0,Scotland,31.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Liam Cooper,6.0,Scotland,29.0,0.0037174721189591076,1,2,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,10.0,3.0,100%,0.0,0.0,6.0,23.0,4.0,0.0,9.0,14.0,6.0,2.0,7.0,5.0,0.0,0.0,0.09747423428654378,0.0038480843232390834,23.33,0.0,0.0,0%,0.0,8.0,,,,,,,,,0,0,1,0.0,8,0
Pascal Struijk,21.0,Netherlands,21.0,0.0,0,1,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,4.0,4.0,25%,0.0,0.0,3.0,11.0,4.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09747423428654378,0.003234621605041548,59.0,0.0,0.0,0%,0.0,8.0,,,,,,,,,0,0,0,0.0,8,0
Leif Davis,24.0,England,20.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Robin Koch,5.0,Germany,24.0,0.0018587360594795538,1,1,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,7.0,5.0,80%,1.0,1.0,2.0,5.0,3.0,0.0,10.0,17.0,12.0,0.0,10.0,9.0,0.0,0.0,0.09747423428654378,0.005911549829903519,53.5,0.0,0.0,0%,0.0,4.0,,,,,,,,,0,0,3,0.0,8,0
Oliver Casey,49.0,England,19.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Charlie Cresswell,35.0,England,17.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Robbie Gotts,36.0,England,20.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,0
Adam Forshaw,4.0,England,28.0,0.06319702602230483,6,16,0.06814937525333523,35.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,21%,0.0,2.0,,,62.0,69%,,9.0,36.0,23.0,10.0,,176.0,133.0,169.0,22.0,17.0,41.0,,0.0,0.0,0.07551168367631476,38.71,3.0,51.0,20%,8.0,99.0,,,,,,,,,4,0,33,1.0,8,3
Ezgjan Alioski,10.0,,,0.0,1,0,0.06814937525333523,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,,,1.0,100%,,0.0,1.0,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,1.0,,0.0,0.09747423428654378,0.0005576933801795773,11.0,0.0,1.0,1%,0.0,0.0,,,,,,,,,0,0,1,0.0,8,3
Stuart Dallas,15.0,Northern Ireland,29.0,0.0018587360594795538,1,1,0.06814937525333523,2.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,12.0,67%,,0.0,4.0,7.0,2.0,,18.0,19.0,5.0,2.0,1.0,0.0,,0.0,0.09747423428654378,0.005576933801795772,50.5,0.0,1.0,1%,1.0,7.0,,,,,,,,,0,0,0,0.0,8,3
Pablo Hernández,19.0,Spain,35.0,0.10594795539033457,15,26,0.0223463687150838,0.09,0.0,4.0,1.0,0.0,0.0,78.0,21.0,27%,1.0,2.0,,,56.0,68%,,23.0,54.0,26.0,7.0,,203.0,159.0,254.0,54.0,6.0,33.0,,0.0,0.14457831325301204,0.13050025096202109,40.36,12.0,183.0,17%,24.0,135.0,,,,,,,,,5,0,29,10.0,8,3
Kalvin Phillips,23.0,England,24.0,0.0018587360594795538,1,1,0.06814937525333523,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,8.0,63%,,0.0,4.0,6.0,0.0,,15.0,12.0,7.0,0.0,2.0,2.0,,0.0,0.0,0.005075009759634153,46.0,0.0,10.0,40%,0.0,7.0,,,,,,,,,0,0,0,0.0,8,3
Mateusz Klich,43.0,Poland,30.0,0.0018587360594795538,1,1,0.00558659217877095,1.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,100%,0.0,0.0,,,6.0,83%,,0.0,4.0,2.0,1.0,,16.0,11.0,18.0,1.0,3.0,2.0,,0.0,0.0,0.005075009759634153,46.0,0.0,3.0,3%,0.0,1.0,,,,,,,,,1,0,5,1.0,8,3
Jamie Shackleton,46.0,England,20.0,0.0,0,1,0.06814937525333523,1.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,1.0,100%,,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.09747423428654378,0.00011153867603591545,3.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,3
Jack Harrison,22.0,England,23.0,0.0018587360594795538,1,1,0.0,0.5,0.0,1.0,0.0,0.0,0.0,3.0,1.0,33%,0.0,0.0,,,3.0,67%,,1.0,2.0,0.0,0.0,,7.0,11.0,15.0,3.0,2.0,2.0,,0.0,0.09747423428654378,0.0025653895488260557,23.5,0.0,4.0,25%,0.0,0.0,,,,,,,,,0,0,1,3.0,8,3
Alfie McCalmont,38.0,Northern Ireland,20.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,3
Mateusz Bogusz,44.0,Poland,19.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,8,3
Ian Poveda-Ocampo,7.0,England,20.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,8,1
Patrick Bamford,9.0,England,27.0,0.05204460966542751,4,20,0.011173184357541898,0.1,1.0,2.0,0.0,0.0,0.0,20.0,9.0,45%,1.0,2.0,,,14.0,,,6.0,6.0,9.0,5.0,,,,,,,,,,0.0,0.010707712899447884,6.66,0.0,8.0,,,,,,,,,,,,1,0,23,7.0,8,1
Tyler Roberts,11.0,Wales,21.0,0.0037174721189591076,1,1,0.06814937525333523,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50%,0.0,0.0,,,1.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,0.09747423428654378,0.0017846188165746473,11.0,0.0,2.0,,,,,,,,,,,,1,0,3,0.0,8,1
Joe Gelhardt,30.0,England,18.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,8,1
Rodrigo Moreno,20.0,Spain,29.0,0.03345724907063197,4,12,0.0,0.05,0.0,0.0,1.0,0.0,0.0,20.0,5.0,25%,1.0,0.0,,,15.0,,,6.0,12.0,5.0,2.0,,,,,,,,,,0.0,0.01054040488539401,10.0,5.0,26.0,,,,,,,,,,,,0,0,9,2.0,8,1
Kasper Schmeichel,1.0,Denmark,33.0,0.3903345724907063,91,69,0.06814937525333523,,,,,,,119.5245283018868,,,,,65.0,264.0,,,,,,,,,,,,,,,1.0,6.0,0.09747423428654378,0.3456025876972841,29.37,,,,,1880.0,599.0,5.0,101.0,158.0,84.0,142.0,655.0,1718.0,11,0,0,,9,2
Danny Ward,12.0,Wales,27.0,0.0018587360594795538,1,1,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.002676928224861971,24.5,,,,,8.0,9.0,0.0,0.0,2.0,3.0,2.0,8.0,12.0,0,0,0,,9,2
Eldin Jakupovic,35.0,Switzerland,35.0,0.05018587360594796,9,13,0.06814937525333523,,,,,,,119.5245283018868,,,,,6.0,47.0,,,,,,,,,,,,,,,0.0,1.0,0.09747423428654378,0.042830851597791535,27.46,,,,,202.0,94.0,2.0,15.0,20.0,11.0,19.0,110.0,269.0,0,0,0,,9,2
James Justin,2.0,England,22.0,0.026022304832713755,8,4,0.0,,0.0,1.0,0.0,,,119.5245283018868,,,1.0,,5.0,16.0,39.0,49%,0.0,2.0,15.0,28.0,17.0,0.0,75.0,96.0,90.0,8.0,24.0,42.0,1.0,0.0,0.0,0.04411354637220456,52.8,1.0,46.0,17%,0.0,24.0,,,,,,,,,2,0,11,1.0,9,0
Çaglar Söyüncü,4.0,Turkey,24.0,0.0762081784386617,20,11,0.0,,1.0,0.0,0.0,,,119.5245283018868,,,0.0,,13.0,39.0,69.0,65%,0.0,2.0,52.0,180.0,88.0,1.0,222.0,237.0,140.0,19.0,130.0,73.0,0.0,1.0,0.0,0.15029836595839607,64.19,1.0,6.0,17%,0.0,124.0,,,,,,,,,5,1,39,1.0,9,0
Wes Morgan,5.0,Jamaica,36.0,0.3104089219330855,70,60,0.03910614525139665,,5.0,1.0,2.0,,,119.5245283018868,,,0.0,,41.0,217.0,200.0,67%,3.0,22.0,313.0,879.0,526.0,1.0,585.0,797.0,493.0,44.0,503.0,310.0,2.0,2.0,0.012048192771084338,0.24728124477162455,26.4,1.0,6.0,33%,2.0,220.0,,,,,,,,,12,3,129,5.0,9,0
Jonny Evans,6.0,Northern Ireland,32.0,0.550185873605948,145,86,0.0558659217877095,,7.0,4.0,0.0,,,119.5245283018868,,,2.0,,82.0,297.0,457.0,72%,3.0,22.0,585.0,1843.0,777.0,4.0,1587.0,1417.0,825.0,86.0,641.0,399.0,5.0,5.0,0.0963855421686747,0.7383302660197423,44.58,5.0,59.0,34%,9.0,1004.0,,,,,,,,,44,3,239,3.0,9,0
Filip Benkovic,16.0,Croatia,23.0,0.15000115929483956,0,0,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,9,0
Daniel Amartey,18.0,Ghana,25.0,0.08364312267657992,17,19,0.0,,1.0,0.0,0.0,,,119.5245283018868,,,0.0,,8.0,53.0,68.0,62%,0.0,3.0,50.0,76.0,44.0,0.0,248.0,153.0,156.0,9.0,59.0,51.0,0.0,0.0,0.0,0.08186938821036194,31.93,0.0,6.0,17%,0.0,72.0,,,,,,,,,5,1,41,1.0,9,0
Ricardo Pereira,21.0,Portugal,26.0,0.11524163568773232,29,24,0.0223463687150838,,0.0,3.0,2.0,,,119.5245283018868,,,1.0,,20.0,72.0,237.0,57%,3.0,13.0,109.0,180.0,93.0,0.0,387.0,557.0,459.0,128.0,108.0,123.0,0.0,0.0,0.08433734939759037,0.17305225586972284,49.27,15.0,164.0,15%,7.0,102.0,,,,,,,,,8,0,86,2.0,9,0
Christian Fuchs,28.0,Austria,34.0,0.1970260223048327,48,32,0.00558659217877095,,0.0,1.0,1.0,,,119.5245283018868,,,1.0,,29.0,127.0,255.0,77%,1.0,16.0,248.0,365.0,197.0,1.0,615.0,513.0,423.0,32.0,201.0,153.0,1.0,1.0,0.0963855421686747,0.22586581897272878,37.86,11.0,325.0,23%,5.0,276.0,,,,,,,,,15,0,79,2.0,9,0
Luke Thomas,33.0,England,19.0,0.0037174721189591076,1,2,0.06814937525333523,,0.0,0.0,0.0,,,119.5245283018868,,,0.0,,1.0,4.0,1.0,1%,0.0,0.0,3.0,7.0,6.0,0.0,12.0,12.0,15.0,3.0,5.0,8.0,0.0,0.0,0.0,0.008476939378729575,51.0,0.0,16.0,56%,0.0,6.0,,,,,,,,,0,0,1,0.0,9,0
Timothy Castagne,27.0,Belgium,24.0,0.0018587360594795538,2,0,0.0,,1.0,0.0,0.0,,,119.5245283018868,,,0.0,,1.0,2.0,4.0,25%,0.0,0.0,3.0,3.0,1.0,0.0,8.0,11.0,6.0,1.0,6.0,5.0,0.0,0.0,0.0,0.007082705928280631,64.0,0.0,6.0,6%,0.0,1.0,,,,,,,,,0,0,1,0.0,9,0
Demarai Gray,7.0,England,24.0,0.24349442379182154,53,50,0.05027932960893855,0.08,0.0,8.0,1.0,0.0,0.0,138.0,47.0,34%,2.0,9.0,,,76.0,64%,,45.0,39.0,39.0,9.0,,312.0,311.0,401.0,138.0,24.0,102.0,,1.0,0.0963855421686747,0.10702135965646088,14.55,13.0,263.0,18%,10.0,73.0,,,,,,,,,7,0,36,12.0,9,3
Youri Tielemans,8.0,Belgium,23.0,0.09479553903345724,25,17,0.027932960893854747,0.12,1.0,3.0,2.0,0.0,0.0,89.0,27.0,30%,1.0,1.0,,,71.0,55%,,28.0,32.0,23.0,10.0,,279.0,218.0,216.0,44.0,39.0,44.0,,0.0,0.10843373493975904,0.14460989348056438,49.88,14.0,114.0,17%,24.0,152.0,,,,,,,,,4,0,43,1.0,9,3
James Maddison,10.0,England,23.0,0.12639405204460966,31,25,0.06703910614525141,0.19,0.0,11.0,2.0,1.0,4.0,157.0,46.0,29%,2.0,11.0,,,107.0,58%,,54.0,21.0,10.0,4.0,,291.0,394.0,328.0,101.0,18.0,58.0,,0.0,0.10843373493975904,0.1624003123082929,42.22,21.0,429.0,30%,41.0,152.0,,,,,,,,,7,1,62,6.0,9,3
Marc Albrighton,11.0,England,30.0,0.47769516728624534,91,94,0.0893854748603352,0.07,2.0,13.0,2.0,0.0,1.0,220.0,70.0,32%,5.0,13.0,,,425.0,75%,,75.0,261.0,169.0,45.0,,1232.0,962.0,1124.0,284.0,69.0,184.0,,0.0,0.4337349397590362,0.31208521554849145,21.69,60.0,1593.0,20%,33.0,363.0,,,,,,,,,32,1,167,17.0,9,3
Harvey Barnes,15.0,England,22.0,0.104089219330855,26,21,0.03910614525139665,0.14,0.0,7.0,1.0,0.0,0.0,112.0,43.0,38%,0.0,12.0,,,28.0,68%,,32.0,11.0,9.0,5.0,,138.0,180.0,192.0,78.0,37.0,51.0,,0.0,0.12048192771084339,0.06034242373543026,19.0,9.0,67.0,12%,8.0,19.0,,,,,,,,,0,0,30,6.0,9,3
Hamza Choudhury,20.0,England,22.0,0.06691449814126393,16,13,0.0,0.03,0.0,1.0,0.0,0.0,0.0,13.0,4.0,31%,0.0,1.0,,,50.0,46%,,6.0,47.0,28.0,10.0,,106.0,86.0,96.0,5.0,17.0,17.0,,0.0,0.012048192771084338,0.050136634878143994,24.32,2.0,8.0,13%,1.0,41.0,,,,,,,,,3,1,24,0.0,9,3
Matty James,22.0,England,29.0,0.0762081784386617,12,21,0.06814937525333523,42.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,21%,1.0,4.0,,,61.0,77%,,14.0,67.0,62.0,31.0,,197.0,172.0,146.0,25.0,62.0,48.0,,0.0,0.0,0.07021359656460878,30.0,3.0,110.0,28%,2.0,57.0,,,,,,,,,4,1,34,0.0,9,3
Adrien Silva,23.0,Portugal,31.0,0.024163568773234202,4,7,0.06814937525333523,14.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,18%,0.0,0.0,,,24.0,63%,,5.0,15.0,1.0,1.0,,63.0,52.0,75.0,7.0,11.0,21.0,,0.0,0.0,0.0284981317271764,36.57,1.0,4.0,4%,3.0,26.0,,,,,,,,,3,0,9,0.0,9,3
Wilfred Ndidi,25.0,Nigeria,23.0,0.224907063197026,52,44,0.027932960893854747,0.05,1.0,4.0,1.0,0.0,0.0,153.0,24.0,16%,5.0,4.0,,,482.0,62%,,42.0,253.0,297.0,145.0,,1022.0,1066.0,866.0,103.0,398.0,331.0,,1.0,0.04819277108433735,0.34465450895097877,50.66,3.0,27.0,4%,15.0,284.0,,,,,,,,,20,2,189,5.0,9,3
Dennis Praet,26.0,Belgium,26.0,0.05204460966542751,13,11,0.00558659217877095,0.07,0.0,2.0,0.0,0.0,0.0,21.0,5.0,24%,1.0,0.0,,,37.0,49%,,10.0,20.0,12.0,5.0,,85.0,72.0,89.0,15.0,7.0,16.0,,0.0,0.02409638554216868,0.03362891082482851,20.83,4.0,25.0,12%,2.0,21.0,,,,,,,,,2,0,20,1.0,9,3
Rachid Ghezzal,31.0,Algeria,28.0,0.03345724907063197,5,12,0.0,0.05,0.0,0.0,1.0,0.0,0.0,19.0,5.0,26%,1.0,1.0,,,14.0,,,10.0,7.0,3.0,2.0,,,,,,,,,,0.09747423428654378,0.023478891305560204,22.21,3.0,45.0,,,,,,,,,,,,3,0,13,0.0,9,3
Nampalys Mendy,24.0,France,28.0,0.07992565055762081,20,16,0.06814937525333523,44.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33%,0.0,0.0,,,45.0,58%,,1.0,37.0,30.0,7.0,,198.0,141.0,113.0,21.0,17.0,24.0,,1.0,0.09747423428654378,0.08688862863197815,35.43,0.0,6.0,67%,2.0,66.0,,,,,,,,,7,0,34,0.0,9,3
Cengiz Ünder,,Turkey,23.0,0.15000115929483956,0,0,0.06814937525333523,0.0,0.0,0.0,0.0,0.0,0.0,119.5245283018868,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09747423428654378,0.1531752504972766,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,9,3
Jamie Vardy,9.0,England,33.0,0.3940520446096654,86,77,0.5810055865921787,0.49,12.0,66.0,27.0,20.0,0.0,458.0,223.0,49%,15.0,78.0,,,124.0,,,82.0,59.0,90.0,62.0,,,,,,,,,,0.3373493975903615,0.16507724053315487,13.9,50.0,256.0,,,,,,,,,,,,20,3,179,195.0,9,1
Islam Slimani,13.0,Algeria,32.0,0.07063197026022304,14,18,0.03910614525139665,0.21,5.0,3.0,0.0,1.0,0.0,42.0,17.0,40%,2.0,9.0,,,14.0,,,5.0,4.0,6.0,4.0,,,,,,,,,,0.04819277108433735,0.03229044671239752,14.87,2.0,10.0,,,,,,,,,,,,2,0,30,15.0,9,1
Kelechi Iheanacho,14.0,Nigeria,23.0,0.21561338289962823,42,45,0.111731843575419,0.18,4.0,3.0,13.0,0.0,0.0,133.0,56.0,42%,2.0,17.0,,,38.0,,,39.0,11.0,21.0,13.0,,,,,,,,,,0.14457831325301204,0.07395014221181194,11.34,15.0,27.0,,,,,,,,,,,,6,0,80,30.0,9,1
Ayoze Pérez,17.0,Spain,27.0,0.32899628252788105,58,79,0.223463687150838,0.23,6.0,29.0,6.0,1.0,0.0,275.0,114.0,41%,5.0,22.0,,,240.0,,,60.0,137.0,96.0,41.0,,,,,,,,,,0.14457831325301204,0.19151190675366683,19.3,26.0,197.0,,,,,,,,,,,,9,0,182,46.0,9,1
Fousseni Diabaté,27.0,Mali,24.0,0.026022304832713755,3,7,0.06814937525333523,15.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33%,0.0,1.0,,,11.0,55%,,0.0,8.0,7.0,5.0,,35.0,57.0,53.0,16.0,15.0,13.0,,0.0,0.0,0.013384641124309855,16.07,0.0,12.0,33%,1.0,4.0,,,,,,,,,1,0,1,2.0,9,1
Loris Karius,22.0,Germany,27.0,0.05204460966542751,17,4,0.06814937525333523,,,,,,,119.5245283018868,,,,,13.0,26.0,,,,,,,,,,,,,,,0.0,2.0,0.09747423428654378,0.04394623835815069,27.21,,,,,124.0,51.0,1.0,15.0,14.0,7.0,17.0,144.0,150.0,1,0,2,,10,2
Alisson,1.0,Brazil,27.0,0.12639405204460966,55,4,0.06814937525333523,,,,,,,119.5245283018868,,,,,35.0,48.0,,,,,,,,,,,,,,,0.0,4.0,0.0,0.10724443700853271,27.88,,,,,302.0,137.0,1.0,26.0,20.0,12.0,36.0,361.0,388.0,1,1,1,,10,2
Adrián,13.0,Spain,33.0,0.25092936802973975,56,44,0.06814937525333523,,,,,,,119.5245283018868,,,,,37.0,177.0,,,,,,,,,,,,,,,0.0,9.0,0.09747423428654378,0.18961574926105626,25.01,,,,,1086.0,454.0,5.0,54.0,150.0,53.0,108.0,531.0,1243.0,10,2,5,,10,2
Caoimhin Kelleher,62.0,Ireland,21.0,0.15000115929483956,0,0,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,10,2
Kamil Grabara,73.0,Poland,21.0,0.15000115929483956,0,0,0.06814937525333523,,,,,,,119.5245283018868,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.09747423428654378,0.1531752504972766,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,10,2
