Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
,6.0,,,,22.0,2,2,0,1,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,1.0,1.0,2.0,,0.0,0.0,2.0,8.0,7.0,1.0,6.0,8.0,7.0,0.0,4.0,3.0,0.0,0.0,0,197,98.5,0.0,0.0,,0.0,6.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,3,0.0
,10.0,,,,31.0,184,100,39,33,0.18,4.0,4.0,25.0,0.0,1.0,205.0,92.0,45.0,7.0,26.0,16.68702290076336,75.69465648854961,161.0,,1.2590673575129534,58.0,75.0,37.0,13.0,1.0362694300518134,778.0,625.0,744.0,248.0,28.0,83.0,0.4083969465648855,2.0,54,11186,60.79,65.0,834.0,,121.0,276.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,13,0,95,83.0
,11.0,,,,24.0,63,28,15,3,0.05,0.0,3.0,0.0,0.0,0.0,46.0,12.0,26.0,1.0,1.0,16.68702290076336,75.69465648854961,96.0,,1.2590673575129534,10.0,75.0,53.0,22.0,1.0362694300518134,327.0,276.0,212.0,30.0,32.0,47.0,0.4083969465648855,0.0,3,2493,39.57,3.0,40.0,,4.0,94.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,14,1,62,0.0
,15.0,,,,23.0,54,26,16,1,0.02,0.0,1.0,0.0,0.0,0.0,14.0,4.0,29.0,1.0,1.0,16.68702290076336,75.69465648854961,101.0,,1.2590673575129534,3.0,62.0,66.0,29.0,1.0362694300518134,223.0,218.0,207.0,58.0,29.0,38.0,0.4083969465648855,0.0,3,1867,34.57,4.0,57.0,,2.0,74.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,6,2,35,1.0
,25.0,,,,28.0,47,29,10,0,47.0,0.0,0.0,0.0,0.0,0.0,44.0,5.0,11.0,0.0,2.0,16.68702290076336,75.69465648854961,57.0,,1.2590673575129534,22.0,41.0,41.0,15.0,1.0362694300518134,211.0,109.0,107.0,11.0,18.0,34.0,0.4083969465648855,0.0,3,2532,53.87,2.0,30.0,,4.0,83.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,7,1,24,2.0
,28.0,,,,21.0,33,12,12,1,0.03,0.0,1.0,0.0,0.0,0.0,18.0,5.0,28.0,0.0,2.0,16.68702290076336,75.69465648854961,30.0,,1.2590673575129534,4.0,6.0,10.0,4.0,1.0362694300518134,64.0,75.0,76.0,21.0,9.0,18.0,0.4083969465648855,0.0,1,398,12.06,1.0,9.0,,3.0,15.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,2,0,13,0.0
,29.0,,,,21.0,57,24,17,0,57.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,33.0,1.0,1.0,16.68702290076336,75.69465648854961,75.0,,1.2590673575129534,11.0,59.0,58.0,29.0,1.0362694300518134,284.0,263.0,217.0,47.0,31.0,40.0,0.4083969465648855,1.0,1,2750,48.25,4.0,21.0,,16.0,148.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,15,0,41,0.0
,32.0,,,,20.0,2,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68702290076336,75.69465648854961,1.0,,1.2590673575129534,0.0,1.0,2.0,2.0,1.0362694300518134,5.0,4.0,4.0,2.0,0.0,0.0,0.4083969465648855,0.0,0,35,17.5,0.0,1.0,,0.0,0.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,0,0,0.0
,34.0,,,,27.0,132,70,33,8,0.06,0.0,0.0,8.0,0.0,2.0,144.0,41.0,28.0,2.0,1.0,16.68702290076336,75.69465648854961,254.0,,1.2590673575129534,40.0,133.0,208.0,129.0,1.0362694300518134,885.0,650.0,607.0,69.0,181.0,173.0,0.4083969465648855,7.0,13,9739,73.78,12.0,274.0,,35.0,673.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,35,2,196,2.0
,7.0,,,,19.0,28,11,7,1,0.04,0.0,0.0,1.0,0.0,0.0,15.0,4.0,27.0,1.0,1.0,16.68702290076336,75.69465648854961,36.0,,1.2590673575129534,5.0,12.0,12.0,7.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,5,716,25.57,6.0,69.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,6,0,22,13.0
,8.0,,,,24.0,26,14,6,0,26.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,21.0,0.0,0.0,16.68702290076336,75.69465648854961,49.0,,1.2590673575129534,6.0,37.0,14.0,9.0,1.0362694300518134,163.0,127.0,129.0,30.0,12.0,26.0,0.4083969465648855,0.0,3,1372,52.77,2.0,71.0,,7.0,81.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,1,0,21,0.0
,9.0,,,,29.0,99,46,28,39,0.39,4.0,30.0,5.0,2.0,1.0,204.0,93.0,46.0,4.0,31.0,16.68702290076336,75.69465648854961,92.0,,1.2590673575129534,44.0,30.0,49.0,35.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,16,2045,20.66,15.0,60.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,11,0,127,62.0
,14.0,,,,31.0,87,43,25,55,0.63,3.0,44.0,8.0,7.0,1.0,222.0,105.0,47.0,8.0,39.0,16.68702290076336,75.69465648854961,58.0,,1.2590673575129534,52.0,25.0,38.0,12.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,13,1880,21.61,17.0,155.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,4,1,30,55.0
,19.0,,,,25.0,33,15,9,5,0.15,0.0,0.0,5.0,1.0,0.0,51.0,18.0,35.0,3.0,2.0,16.68702290076336,75.69465648854961,32.0,,1.2590673575129534,14.0,8.0,4.0,2.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,6,723,21.91,8.0,113.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,4,0,14,4.0
,24.0,,,,20.0,20,10,5,1,0.05,0.0,1.0,0.0,0.0,0.0,13.0,4.0,31.0,0.0,0.0,16.68702290076336,75.69465648854961,15.0,,1.2590673575129534,5.0,6.0,2.0,0.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,0,286,14.3,0.0,25.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,1,0,8,4.0
,30.0,,,,21.0,23,12,8,4,0.17,0.0,2.0,2.0,0.0,0.0,20.0,8.0,40.0,4.0,3.0,16.68702290076336,75.69465648854961,9.0,,1.2590673575129534,4.0,2.0,6.0,2.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,0,172,7.48,1.0,1.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,0,1,18,5.0
,35.0,,,,19.0,14,3,3,3,0.21,0.0,3.0,0.0,0.0,0.0,12.0,5.0,42.0,0.0,1.0,16.68702290076336,75.69465648854961,20.0,,1.2590673575129534,2.0,3.0,5.0,4.0,1.0362694300518134,34.0,46.0,92.0,9.0,8.0,37.0,0.4083969465648855,0.0,0,116,8.29,0.0,22.0,,1.0,2.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,1,0,9,2.0
,12.0,,,,32.0,236,137,47,37,0.16,1.0,33.0,3.0,5.0,4.0,393.0,145.0,37.0,15.0,20.0,16.68702290076336,75.69465648854961,246.0,,1.2590673575129534,111.0,100.0,54.0,24.0,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.4083969465648855,1.1002178649237473,35,8290,35.13,51.0,1009.0,,8.576923076923077,184.8562091503268,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,21,1,131,33.0
,1.0,,,,34.0,116,34,55,0,2.6484142394822,1.4143426294820718,4.468127490039841,2.3884462151394423,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0617529880478087,9.029126213592233,28.0,167.0,101.07768924302789,,1.2590673575129534,20.551792828685258,72.7609561752988,141.62749003984064,69.91235059760956,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,2.0,3.0,0,3290,28.36,8.171314741035857,121.9203187250996,,8.576923076923077,1067.0,408.0,3.0,40.0,96.0,73.0,53.0,436.0,1023.0,5,0,2,11.063745019920319
,12.0,,,,28.0,2,0,2,0,2.6484142394822,1.4143426294820718,4.468127490039841,2.3884462151394423,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0617529880478087,9.029126213592233,0.0,1.0,101.07768924302789,,1.2590673575129534,20.551792828685258,72.7609561752988,141.62749003984064,69.91235059760956,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.0,0.0,0,32,16.0,8.171314741035857,121.9203187250996,,8.576923076923077,6.0,2.0,0.0,0.0,1.0,0.0,2.0,8.0,5.0,0,0,0,11.063745019920319
,25.0,,,,30.0,7,1,4,0,2.6484142394822,1.4143426294820718,4.468127490039841,2.3884462151394423,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0617529880478087,9.029126213592233,1.0,12.0,101.07768924302789,,1.2590673575129534,20.551792828685258,72.7609561752988,141.62749003984064,69.91235059760956,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.0,0.0,0,152,21.71,8.171314741035857,121.9203187250996,,8.576923076923077,35.0,15.0,0.0,1.0,3.0,2.0,0.0,29.0,53.0,0,0,0,11.063745019920319
,28.0,,,,30.0,0,0,0,0,2.6484142394822,1.4143426294820718,4.468127490039841,2.3884462151394423,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0617529880478087,9.029126213592233,0.0,0.0,101.07768924302789,,1.2590673575129534,20.551792828685258,72.7609561752988,141.62749003984064,69.91235059760956,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.0,0.0,0,0,0.0,8.171314741035857,121.9203187250996,,8.576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11.063745019920319
,26.0,,,,28.0,16,9,6,0,2.6484142394822,1.4143426294820718,4.468127490039841,2.3884462151394423,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,2.0617529880478087,9.029126213592233,7.0,16.0,101.07768924302789,,1.2590673575129534,20.551792828685258,72.7609561752988,141.62749003984064,69.91235059760956,1.0362694300518134,326.9051282051282,313.81538461538463,275.86410256410255,49.253846153846155,99.75897435897436,84.84871794871795,0.0,0.0,0,397,24.81,8.171314741035857,121.9203187250996,,8.576923076923077,62.0,44.0,1.0,2.0,22.0,6.0,4.0,86.0,103.0,2,0,1,11.063745019920319
,3.0,,,,31.0,145,48,62,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,38.0,190.0,266.0,,1.0,14.0,241.0,350.0,133.0,1.0,614.0,493.0,454.0,46.0,94.0,142.0,1.0,0.0,5,5491,37.87,6.0,255.0,,5.0,214.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,21,0,121,3.0
,4.0,,,,22.0,26,8,12,2,2.6484142394822,1.0,1.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,5.0,39.0,19.0,,0.0,3.0,27.0,70.0,26.0,0.0,106.0,116.0,81.0,7.0,56.0,48.0,0.0,1.0,2,810,31.15,2.0,13.0,,0.0,36.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,3,0,17,1.0
,18.0,,,,25.0,72,24,28,2,2.6484142394822,1.0,0.0,1.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,1.0,9.029126213592233,12.0,88.0,122.0,,0.0,8.0,124.0,156.0,61.0,1.0,297.0,274.0,239.0,21.0,84.0,84.0,0.0,1.0,6,2240,31.11,13.0,250.0,,8.0,140.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,8,0,41,2.0
,22.0,,,,26.0,17,3,12,1,2.6484142394822,1.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,2.0,32.0,11.0,,0.0,0.0,28.0,85.0,42.0,0.0,53.0,71.0,39.0,1.0,55.0,27.0,0.0,1.0,0,647,38.06,0.0,2.0,,0.0,49.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,1,0,5,1.0
,24.0,,,,25.0,25,7,13,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,2.0,36.0,74.0,,0.0,2.0,49.0,62.0,26.0,0.0,104.0,164.0,172.0,23.0,48.0,68.0,0.0,0.0,2,749,29.96,1.0,91.0,,0.0,40.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,7,0,36,2.0
,27.0,,,,33.0,183,48,91,6,2.6484142394822,4.0,2.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,4.0,9.029126213592233,28.0,237.0,267.0,,0.0,19.0,246.0,342.0,162.0,5.0,909.0,960.0,866.0,128.0,444.0,410.0,1.0,1.0,13,6628,36.22,19.0,916.0,,7.0,304.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,12,1,152,13.0
,30.0,,,,25.0,18,3,11,1,0.06,0.0,1.0,0.0,0.0,0.0,20.0,3.0,15.0,0.0,3.0,16.68702290076336,75.69465648854961,21.0,,1.2590673575129534,2.0,20.0,94.0,51.0,1.0362694300518134,109.0,138.0,77.0,9.0,100.0,35.0,0.4083969465648855,1.0,0,799,44.39,1.0,0.0,,1.0,62.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,3,0,24,1.0
,5.0,,,,27.0,51,13,27,2,2.6484142394822,0.0,0.0,2.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,7.0,78.0,30.0,,1.0,1.0,49.0,253.0,111.0,3.0,270.0,162.0,113.0,18.0,96.0,69.0,2.0,2.0,3,1961,38.45,2.0,10.0,,0.0,155.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,8,0,30,2.0
,2.0,,,,23.0,1,1,0,0,2.6484142394822,0.0,0.0,0.0,0.9741100323624595,0.2912621359223301,102.50485436893204,36.91585760517799,28.679611650485437,0.0,9.029126213592233,1.0,0.0,1.0,,0.0,2.0,2.0,4.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0,56,56.0,0.0,6.0,,0.0,3.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,1,0,0,0.0
,6.0,,,,22.0,37,10,20,3,0.08,0.0,2.0,1.0,0.0,0.0,41.0,13.0,32.0,0.0,2.0,16.68702290076336,75.69465648854961,46.0,,1.2590673575129534,17.0,36.0,47.0,18.0,1.0362694300518134,211.0,150.0,163.0,36.0,31.0,36.0,0.4083969465648855,1.0,2,1300,35.14,3.0,25.0,,4.0,100.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,8,0,51,0.0
,7.0,,,,25.0,29,7,15,3,0.1,0.0,0.0,3.0,0.0,0.0,57.0,20.0,35.0,2.0,4.0,16.68702290076336,75.69465648854961,53.0,,1.2590673575129534,12.0,26.0,15.0,6.0,1.0362694300518134,157.0,193.0,185.0,53.0,19.0,35.0,0.4083969465648855,0.0,3,759,26.17,3.0,67.0,,3.0,85.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,4,0,38,0.0
,8.0,,,,29.0,13,4,8,0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,16.68702290076336,75.69465648854961,7.0,,1.2590673575129534,1.0,1.0,2.0,0.0,1.0362694300518134,14.0,10.0,16.0,0.0,2.0,6.0,0.4083969465648855,0.0,0,115,8.85,0.0,2.0,,0.0,11.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,1,0,5,1.0
,10.0,,,,25.0,71,17,42,9,0.13,0.0,6.0,3.0,0.0,0.0,105.0,32.0,30.0,2.0,6.0,16.68702290076336,75.69465648854961,45.0,,1.2590673575129534,33.0,44.0,17.0,6.0,1.0362694300518134,293.0,419.0,293.0,122.0,29.0,42.0,0.4083969465648855,1.0,7,2098,29.55,12.0,202.0,,2.0,103.0,150.47826086956522,1.0869565217391304,24.652173913043477,45.869565217391305,20.782608695652176,25.565217391304348,210.0,414.1449275362319,9,0,47,6.0
